20 0.2070907628495349 0.0007914776609015992 10
21 0.20909328178655173 0.0008981587740276818 10
22 0.2135831238517695 0.001009839836842219 10
23 0.2133109296276337 0.0011809338046085097 10
24 0.22020339327488198 0.0012197701502016562 10
25 0.220875471516627 0.0013924726562270784 10
26 0.2252350634003983 0.0015626453384071273 10
27 0.22683088951311078 0.00164053178164742 10
28 0.22056734317402032 0.0017596222022245216 10
29 0.22982675748979178 0.0019635846013073255 10
30 0.2322618058451801 0.0018666421579612996 10
31 0.23243087023950687 0.0020052296699519883 10
32 0.2320403652496522 0.002485684326968018 10
33 0.23232121936271546 0.0023569536692197674 10
34 0.23377390346706967 0.002655426595292152 10
35 0.23849450091797927 0.0029724921402955466 10
40 0.2329704178313677 0.0038752193493916073 10
45 0.2373605182150871 0.005298024223648121 10
50 0.24072053174528776 0.005940382005565202 10
60 0.2546511689676968 0.009497697496648961 10
80 0.2675501598511855 0.017735568842477924 10
100 0.2294626156632386 0.02833319605004938 10
