20 0.327762498642747 0.0008908319011779308 10
21 0.3258545666473139 0.001001813284426405 10
22 0.3204617415878343 0.0011058455464003768 10
23 0.32138692393753304 0.0012142758734670113 10
24 0.31783863490096687 0.0013525884965368505 10
25 0.3202492490008859 0.0013825511463915745 10
26 0.315827467210262 0.0016512733823804476 10
27 0.31402126718637813 0.0017950130664543353 10
28 0.31589307759558 0.001875860810294008 10
29 0.31224941308476867 0.0019503248318424194 10
30 0.31009670124747724 0.0019940726857618388 10
31 0.3092708884319661 0.002298725390772264 10
32 0.31072230972794435 0.0023663977313881403 10
33 0.3089503007559873 0.0025490700794599725 10
34 0.3035253271640539 0.0027431595232718085 10
35 0.30499237171698895 0.002758991315068816 10
40 0.3019450563519099 0.00378247535118506 10
45 0.2960008106458687 0.005189021842048465 10
50 0.28709006931957853 0.0059134489144581 10
60 0.2933059093761635 0.010032319907781518 10
80 0.2653837759166517 0.01869543769966909 10
100 0.27239495301678307 0.02776939719868069 10
